id;code;description;location;tag
439;1380597           ;ИБП;Опер2;забаланс
440;1380613           ;ИБП;ТВ-редакторы;забаланс
441;1380623           ;ИБП;ТРПЦ;забаланс
442;1700045           ;ИБП APC back/UPS 500RS;;забаланс
443;26645             ;ИБП APC back/UPS 500RS;Склад;забаланс
444;26688             ;ИБП APC BE525-RS Back UPS ES 525 VA 230V;Реклама;забаланс
445;26733-1           ;ИБП Ippon 600 BACK Power PRO;Опер;забаланс
446;9395254 (36503201800001)     ;ИБП Ippon Back Basic 650 Euro 360 Вт 650ВА 7Ач черный;;забаланс
447;9395253 (36503201800004)           ;ИБП Ippon Back Basic 650 Euro 360 Вт 650ВА 7Ач черный;ИТ отдел;забаланс
448;9395252           ;ИБП Ippon Back Basic 650 Euro 360 Вт 650ВА 7Ач черный;;забаланс
449;9395250 (36503201800002);ИБП Ippon Back Basic 650 Euro 360 Вт 650ВА 7Ач черный;Опер;забаланс
450;9395185           ;ИБП Ippon Bask Power Pro 700;То;забаланс
451;26709             ;ИБП Ippon Bask Verso 600 (евророзетка);;забаланс
452;1380680           ;ИБП Powerman;;забаланс
453;1380557           ;Источник питания;Студия звука;забаланс
454;1380675           ;Источник питания ИБП;Реклама;забаланс
455;9395323 (36204202200006)       ;Карандаш Lenspen Minipro II (MP-2) улучшенный для очистки оптики;;забаланс
456;9395326 (36204202200003)         ;Карандаш Lenspen Minipro II (MP-2) улучшенный для очистки оптики;Опер2;забаланс
457;9395325 (36204202200004)          ;Карандаш Lenspen Minipro II (MP-2) улучшенный для очистки оптики;;забаланс
458;9395324 (36204202200005)         ;Карандаш Lenspen Minipro II (MP-2) улучшенный для очистки оптики;Опер;забаланс
459;1380778           ;Клавиатура;;забаланс
460;1380779           ;Клавиатура;;забаланс
461;1630232           ;Клавиатура;;забаланс
462;1380780           ;Клавиатура;;забаланс
463;1380781           ;Клавиатура;ТВ-студия;забаланс
464;1630117           ;Клавиатура;;забаланс
465;1630183;Клавиатура;;забаланс
466;1380913           ;Клавиатура Defender KM-970W мультимедийная;;забаланс
467;26731             ;Клавиатура Genius lim Star 100;;забаланс
468;1630114           ;Колонка;ТРПЦ;забаланс
469;1630116;Колонка;;забаланс
470;1630234           ;Колонки;Бухгалтерия;забаланс
471;1630200-1         ;Колонки;;забаланс
472;1630200           ;Колонки;Опер2;забаланс
473;1630097           ;Колонки;Реклама;забаланс
474;1630093           ;Колонки;Реклама;забаланс
475;1380814           ;Колонки;Опер;забаланс
476;1380812;Колонки;Студия звука;забаланс
477;1380794           ;Колонки;;забаланс
478;1630236           ;Колонки;зам директора;забаланс
479;1630255           ;Колонки;Секретарь;забаланс
480;1380792           ;Колонки;Опер2;забаланс
481;1380793           ;Колонки;ТРПЦ;забаланс
482;1630235           ;Колонки;;забаланс
483;1380791           ;Колонки;ТВ-студия;забаланс
484;1380576           ;Колонки A.A.Draster;;забаланс
485;26642             ;Колонки Genius SP-S350;ИТ отдел;забаланс
486;26708             ;Колонки Genius SP-Е200 2*3 Вт RMS;ТРПЦ;забаланс
487;1700005           ;Колонки Sven MA -230 (18W*2RMS)серебро;То;забаланс
488;9395148           ;Корпус;;забаланс
489;1380615           ;Корпус;То комп №42;забаланс
490;1380563           ;Корпус;Склад;забаланс
491;1380578           ;Корпус;Склад №29 ;забаланс
492;1380586           ;Корпус;;забаланс
493;9395150           ;Корпус ASVS TA-250;;забаланс
494;1380811           ;Корпус ASVS TA-250;То №5 комп;забаланс
495;26704             ;Корпус Classix Black Town XP, USB, Black ATX;Реклама №6 комп;забаланс
496;26636             ;Корпус Foxconn;Склад;забаланс
497;1380776           ;Корпус Foxconn;;забаланс
498;1380775           ;Корпус Foxconn;;забаланс
499;1380774           ;Корпус Foxconn;;забаланс
500;1380773;Корпус Foxconn;;забаланс
501;1380772           ;Корпус Foxconn;Директор;забаланс
502;1380771           ;Корпус Foxconn;;забаланс
503;1700046           ;Корпус Foxconn 3Gtla-776A 350w ATX;;забаланс
504;1380914           ;Корпус Foxconn TSAA-804 (чёрный);;забаланс
505;1700063           ;Корпус MICROLAB M4704 360W BLACK+SILVER;Склад;забаланс
506;1380920           ;Корпус Microlab M4810;Склад №39 комп;забаланс
507;1380568           ;Корпус Mioro;;забаланс
508;138506            ;Корпус Рокс;;забаланс
509;1380436           ;Корпус черный сер.;;забаланс
510;9395282 (34406202100001);Кофр для камеры GreenBean ForWard 01;;забаланс
511;9395277  (34206202100001)      ;Кофр для камеры GreenBean ForWard 01;Опер;забаланс
512;9395263 (34203201900001)          ;Маршрутизатор TP-Link Archer C1200 AC1200;;забаланс
513;1380509           ;Микрофон;То стеллаж;забаланс
514;1380447           ;Микрофон;То стеллаж;забаланс
515;1380602           ;Микрофон;То стеллаж;забаланс
516;1380630           ;Микрофон;То стеллаж;забаланс
517;1380631           ;Микрофон;То стеллаж;забаланс
518;1380449           ;Микрофон-стойка;Студия звука;забаланс
519;1380448           ;Микрофон-стойка;Склад;забаланс
520;1380504           ;Модуль;;забаланс
521;1380508-1         ;Модуль;;забаланс
522;1381936           ;Модуль памяти;;забаланс
523;26693             ;Модуль памяти SO-DDIM DDR400 512 Mb Kingmax;;забаланс
524;26692             ;Модуль памяти SO-DDIM DDR400 512 Mb Kingmax;;забаланс
525;1700010;Модуль памяти USB 2.0 4G TRANSCEND 150x (TS4GJF 150);;забаланс
526;1380866           ;Модуль память DIMM DDR2 512 MВ;;забаланс
527;1380865           ;Модуль память DIMM DDR2 512 MВ;;забаланс
528;1630111           ;Мультиметр;;забаланс
529;9395193           ;Накопитель 16 Gb Flash USB;;забаланс
530;9395194           ;Накопитель 8 Gb Flash USB;;забаланс
531;26725             ;Накопитель Flash USB DRIVE USB 2.0;;забаланс
532;1380505-1         ;Накопительная HDD;;забаланс
533;1380669           ;Память;То №5 комп;забаланс
534;1380580           ;Память;То шкаф;забаланс
535;1380565           ;Память;То шкаф;забаланс
536;1380564           ;Память;То шкаф;забаланс
537;1380670           ;Память;То №5 комп;забаланс
538;26665             ;Память DDR 512 МВ Samsung;Склад №29;забаланс
539;26653             ;Память DDR 512 МВ Samsung;;забаланс
540;26664             ;Память DDR 512 МВ Samsung;Склад №29;забаланс
541;26663             ;Память DDR 512 МВ Samsung;То шкаф;забаланс
542;26750             ;Память DDRAM  DDR1024 MB PC640  800MHz Kingston;;забаланс
543;26719             ;Память DDRAM  DDR1024 MB PC6400 800MHz Samsung;;забаланс
544;26721             ;Память DDRAM  DDR1024 MB PC6400 800MHz Samsung;То В AirServer №44;забаланс
545;26720             ;Память DDRAM  DDR1024 MB PC6400 800MHz Samsung;То В AirServer №44;забаланс
546;1380734;Память DDRAM 512;Склад комп №40;забаланс
547;1380731           ;Память DDRAM 512;То шкаф;забаланс
548;1380725           ;Память DDRAM 512;Склад;забаланс
549;1380732           ;Память DDRAM 512;То шкаф;забаланс
550;1380733           ;Память DDRAM 512;Склад комп №40;забаланс
551;1380735           ;Память DDRAM 512;Склад;забаланс
552;26752             ;Память DDRAM DDR 2 1024 MB PC6400 800MHz Kingston;;забаланс
553;26751             ;Память DDRAM DDR 2 1024 MB PC6400 800MHz Kingston;;забаланс
554;041489054         ;Память DDRAM DDR 2 1024 MB PC6400 800MHz Hynix-1;То №5 комп;забаланс
555;041489056         ;Память DDRAM DDR 2 1024 MB PC6400 800MHz Hynix-1;;забаланс
556;041489055         ;Память DDRAM DDR 2 1024 MB PC6400 800MHz Hynix-1;То №5 комп;забаланс
557;1380916           ;Память DDRAM DDR2 512 MB Samsung;;забаланс
558;1700061           ;Память DDRAM512  МВ РС3200;;забаланс
559;1700062           ;Память DDRAM512  МВ РС3200;;забаланс
560;1381935           ;Память DIMM DDR;То шкаф;забаланс
561;1380507-1         ;Плата;;забаланс
562;1630196           ;Пояс предохранительный;;забаланс
563;1380558           ;Привод;;забаланс
564;1380593           ;Привод;То В AirServer №44;забаланс
565;9395153           ;Привод DVD;;забаланс
566;1380641           ;Привод DVD;То комп №42;забаланс
567;1380541           ;Привод DVD;Склад №39 комп;забаланс
568;1380592           ;Привод DVD;Склад;забаланс
569;1380665           ;Привод DVD;;забаланс
570;1380671           ;Привод DVD;;забаланс
571;1380717           ;Привод DVD;;забаланс
572;1380572           ;Привод FDD;;забаланс
573;1380672           ;Привод FDD 3.5 Soni;;забаланс
574;1380869           ;Привод NEC;;забаланс
575;1630218           ;Привод д/дискет;;забаланс
576;9395264 (34204201900001)         ;Приемник спутниковый цифровой GI-8120HD;ТРПЦ;забаланс
577;9395285 (34203202100003)       ;Приемник эфирный HD980D DVB-T2 Selenga;То шкаф;забаланс
578;9395286 (34203202100004)        ;Приемник эфирный HD980D DVB-T2 Selenga;То шкаф;забаланс
579;1630113           ;Прожектор;Склад;забаланс
580;1630112           ;Прожектор;Склад;забаланс
581;1380489           ;Проигрыватель Techick;Склад;забаланс
582;1380490           ;Проигрыватель Techick;Склад;забаланс
583;1380491           ;Проигрыватель Techick;Склад;забаланс
584;101041489035      ;Процессор Intel (Socet 775) Core 2 Duo E5300 2.6GHz;;забаланс
585;1380902           ;Процессор Intel (Socet 775) Pentium-D(925) 3,0 GHz 800 MHz;;забаланс
586;1380852           ;Процессор S775 Intel;То комп №42;забаланс
587;26660             ;Радиостанция Kenwod TK 150;;забаланс
588;26661             ;Радиостанция Kenwod TK 150;;забаланс
589;26662             ;Радиостанция Kenwod TK 150;;забаланс
590;9395190           ;Ресивер DVB-C Rolsen RDB-402 для кабельного цифрового ТВ;То шкаф;забаланс
591;9395188           ;Ресивер DVB-T2 Telefunken TF-DVBT203;То шкаф;забаланс
592;1380516           ;Сетевая карта;То шкаф;забаланс
593;1380514           ;Сетевая карта;;забаланс
594;1380515           ;Сетевая карта;;забаланс
595;1380512           ;Сетевая карта;То комп №42;забаланс
596;1380626           ;Сетевая плата;То шкаф;забаланс
597;26697             ;Сетевая плата D-Link DFE-520TX 10/100PCI-bus адаптер;;забаланс
598;1380517           ;Сетевой адаптер;Склад;забаланс
599;1630199           ;Сетевой ком.;;забаланс
600;1630192           ;Сетевой фильтр;;забаланс
601;1630193           ;Сетевой фильтр;;забаланс
602;1630264           ;Сетевой фильтр;;забаланс
603;1630194           ;Сетевой фильтр;;забаланс
604;1630094           ;Сетевой фильтр;;забаланс
605;9395251 (36502201800003)          ;Сетевой фильтр (6 розеток) 3 метра;;забаланс
606;9395255 (36502201800001)       ;Сетевой фильтр (6 розеток) 3 метра;;забаланс
607;9395256 (36502201800004)        ;Сетевой фильтр (6 розеток) 3 метра;;забаланс
608;9395257 (36502201800002)          ;Сетевой фильтр (6 розеток) 3 метра;;забаланс
609;1380759           ;Системная плата;Склад;забаланс
610;1380761           ;Системная плата;Склад №29;забаланс
611;1380853           ;Системная плата S775;То В AirServer №44;забаланс
612;1380513           ;Сканер;Тв-студия;забаланс
613;9395234 (34203201800001)          ;Сканер Canon CanonScan LIDE 220;;забаланс
614;1700064           ;Сканер Canon PI/A4 Lide 25;;забаланс
615;9395111 (34205201200001)         ;Сканер HP ScanJet 2410C;То;забаланс
616;9395189           ;Спутниковый  DVB-S2  ресивер KATHREIN UFS 910 sw PVR;;забаланс
617;9395319 (34203202200004)         ;Стабилизатор трехосевой Feiyu Vimble 2A;То шкаф;забаланс
618;1380330           ;Стойка микрофона;Опер2;забаланс
619;1380328           ;Стойка микрофона;Опер2;забаланс
620;1380329           ;Стойка микрофона;То шкаф слева;забаланс
621;1380327           ;Стойка микрофона;Склад;забаланс
622;1380897           ;Стойка микрофонная Superlux;;забаланс
623;1380898           ;Стойка микрофонная Superlux;;забаланс
624;9395235  (36202201800003)         ;Сумка DEXP V004/DVI004NB Black;Газета;забаланс
625;9395236 (36202201800001)      ;Сумка DEXP V004/DVI004NB Black;Газета у фотографа;забаланс
626;1380839           ;ТВ Тюнер;То шкаф;забаланс
627;9395107           ;"Телевизор LCD 16"" (39см)";ТРПЦ;забаланс
628;9395106           ;"Телевизор LCD 16"" (39см)";ТРПЦ;забаланс
629;1380465           ;Телевизор Panasonic;;забаланс
630;1380464           ;Телевизор Panasonic;ТРПЦ;забаланс
631;1380463           ;Телевизор Panasonic;Опер2;забаланс
632;1630132           ;Тележка для шланга;Склад;забаланс
633;1630133           ;Тележка для шланга;Склад;забаланс
634;1630134           ;Тележка для шланга;Склад;забаланс
635;1630170           ;Телефон;;забаланс
636;1630169           ;Телефон Panasonic;;забаланс
637;9395191           ;Телефон Panasonic КХ-ТS2570 RUB серебро, регулятор громкости;;забаланс
638;9395314  (36203202200005)       ;Тестер;;забаланс
639;9395309 (36203202200001)         ;Тестер кабельный;;забаланс
640;1380838           ;Тюнер внешний;ТРПЦ;забаланс
641;9395316 (34203202200001)       ;Штатив Benro T699N+MH2N штатив с фото-видео головой и держателемдля смартфона;Учебный класс;забаланс
642;9395291 (34203202100006)        ;Штатив Vinten PRO Touch 520 головка PRO5;Опер2;забаланс
643;1380457           ;Эквалайзер;Склад;забаланс
644;1380696           ;Air SERVER;То;по ркблю
645;1630308           ;Лестница 4-х секционная;ТРК коридор;по ркблю
646;1630309           ;Оконные решетки (6,03 м.кв.);ТРПЦ;по ркблю
647;1630309           ;Оконные решетки (6,03 м.кв.);ТРПЦ;по ркблю
648;1380806           ;Принтер;Склад;по ркблю
649;1380553;Системная плата;в компе Студия;по ркблю
